iata,name,city,country_code
MCN,Middle Georgia Regional Airport,Macon,US
MSN,Dane County Regional Truax Field,Madison,US
MMH,Mammoth Yosemite Airport,Mammoth Lakes,US
MHT,Manchester-Boston Regional Airport,Manchester,US
MHK,Manhattan Regional Airport,Manhattan,US
MBL,Manistee County Blacker Airport,Manistee,US
MLY,Manley Hot Springs Airport,Manley Hot Springs,US
KMO,Manokotak Airport,Manokotak,US
MWA,Veterans Airport of Southern Illinois,Marion,US
MLL,Marshall Don Hunter Sr Airport,Marshall,US
MVY,Martha's Vineyard Airport,Martha's Vineyard,US
MCW,Mason City Municipal Airport,Mason City,US
MSS,Massena International Airport Richards Field,Massena,US
MYK,May Creek Airport,May Creek,US
MFE,McAllen Miller International Airport,McAllen,US
MYL,McCall Municipal Airport,McCall,US
MCK,McCook Ben Nelson Regional Airport,McCook,US
MCG,McGrath Airport,McGrath,US
MFR,Rogue Valley International-Medford Airport,Medford,US
MYU,Mekoryuk Airport,Mekoryuk,US
MLB,Melbourne Orlando International Airport,Melbourne,US
MEM,Memphis International Airport,Memphis,US
MCE,Merced Regional Macready Field,Merced,US
MEI,Key Field / Meridian Regional Airport,Meridian,US
WWT,Mertarvik Airport,Mertarvik,US
AZA,Mesa Gateway Airport,Mesa,US
MTM,Metlakatla Seaplane Base,Metlakatla,US
MIA,Miami International Airport,Miami,US
OPF,Miami-Opa Locka Executive Airport,Miami,US
MAF,Midland International Air and Space Port,Midland,US
MKE,General Mitchell International Airport,Milwaukee,US
LMA,Minchumina Airport,Minchumina,US
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US
MOT,Minot International Airport,Minot,US
MNT,Minto Al Wright Airport,Minto,US
MSO,Missoula Montana Airport,Missoula,US
CNY,Canyonlands Regional Airport,Moab,US
MOB,Mobile Regional Airport,Mobile,US
MLI,Quad City International Airport,Moline,US
MLU,Monroe Regional Airport,Monroe,US
MTP,Montauk Airport,Montauk,US
MRY,Monterey Regional Airport,Monterey,US
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US
MTJ,Montrose Regional Airport,Montrose,US
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US
PIB,Hattiesburg Laurel Regional Airport,Moselle,US
KMY,Moser Bay Seaplane Base,Moser Bay,US
CWA,Central Wisconsin Airport,Mosinee,US
MOU,Mountain Village Airport,Mountain Village,US
MSL,Northwest Alabama Regional Airport,Muscle Shoals,US
MKG,Muskegon County Airport,Muskegon,US
MYR,Myrtle Beach International Airport,Myrtle Beach,US
ACK,Nantucket Memorial Airport,Nantucket,US
KEB,Nanwalek Airport,Nanwalek,US
WNA,Napakiak Airport,Napakiak,US
PKA,Napaskiak Airport,Napaskiak,US
BNA,Nashville International Airport,Nashville,US
NLG,Nelson Lagoon Airport,Nelson Lagoon,US
EWB,New Bedford Regional Airport,New Bedford,US
EWN,Coastal Carolina Regional Airport,New Bern,US
HVN,Tweed New Haven Airport,New Haven,US
MSY,Louis Armstrong New Orleans International Airport,New Orleans,US
KNW,New Stuyahok Airport,New Stuyahok,US
TSS,East 34th Street Heliport,New York,US
JFK,John F. Kennedy International Airport,New York,US
LGA,LaGuardia Airport,New York,US
NYS,New York Skyports Inc Seaplane Base,New York,US
JRA,West 30th Street Heliport,New York,US
EWR,Newark Liberty International Airport,Newark,US
SWF,New York Stewart International Airport,Newburgh,US
NPT,Newport State Airport,Newport,US
PHF,Newport News Williamsburg International Airport,Newport News,US
IAG,Niagara Falls International Airport,Niagara Falls,US
NME,Nightmute Airport,Nightmute,US
NIB,Nikolai Airport,Nikolai,US
IKO,Nikolski Air Station,Nikolski,US
WTK,Noatak Airport,Noatak,US
OME,Nome Airport,Nome,US
ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,US
ORF,Norfolk International Airport,Norfolk,US
OTH,Southwest Oregon Regional Airport,North Bend,US
LBF,North Platte Regional Airport Lee Bird Field,North Platte,US
ORT,Northway Airport,Northway,US
NUI,Nuiqsut Airport,Nuiqsut,US
NUL,Nulato Airport,Nulato,US
SXP,Nunam Iqua Airport,Nunam Iqua,US
NUP,Nunapitchuk Airport,Nunapitchuk,US
OAK,San Francisco Bay Oakland International Airport,Oakland,US
OCE,Ocean City Municipal Airport,Ocean City,US
OGD,Ogden Hinckley Airport,Ogden,US
OGS,Ogdensburg International Airport,Ogdensburg,US
OKC,OKC Will Rogers World Airport,Oklahoma City,US
OLH,Old Harbor Airport,Old Harbor,US
KOY,Olga Bay Seaplane Base,Olga Bay,US
OLM,Olympia Regional Airport,Olympia,US
OMA,Eppley Airfield,Omaha,US
ONT,Ontario International Airport,Ontario,US
MCO,Orlando International Airport,Orlando,US
SFB,Orlando Sanford International Airport,Orlando,US
KOZ,Ouzinkie Airport,Ouzinkie,US
OWB,Owensboro Daviess County Airport,Owensboro,US
PAH,Barkley Regional Airport,Paducah,US
PGA,Page Municipal Airport,Page,US
PSP,Palm Springs International Airport,Palm Springs,US
NAN,Wasilla Creek Airpark,Palmer,US
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US
PKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),US
PSC,Tri Cities Airport,Pasco,US
PDB,Pedro Bay Airport,Pedro Bay,US
PEC,Pelican Seaplane Base,Pelican,US
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,US
PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US
PNS,Pensacola International Airport,Pensacola,US
PIA,General Wayne A. Downing Peoria International Airport,Peoria,US
KPV,Perryville Airport,Perryville,US
PSG,Petersburg James A Johnson Airport,Petersburg,US
PHL,Philadelphia International Airport,Philadelphia,US
PHX,Phoenix Sky Harbor International Airport,Phoenix,US
PIR,Pierre Regional Airport,Pierre,US
PIP,Pilot Point Airport,Pilot Point,US
PQS,Pilot Station Airport,Pilot Station,US
PIE,St. Petersburg Clearwater International Airport,Pinellas Park,US
PIT,Pittsburgh International Airport,Pittsburgh,US
PTU,Platinum Airport,Platinum,US
PBG,Plattsburgh International Airport,Plattsburgh,US
PIH,Pocatello Regional Airport,Pocatello,US
KPB,Point Baker Seaplane Base,Point Baker,US
PHO,Point Hope Airport,Point Hope,US
PIZ,Point Lay LRRS Airport,Point Lay,US
PTD,Port Alexander Seaplane Base,Port Alexander,US
PTA,Port Alsworth Airport,Port Alsworth,US
KPY,Port Bailey Seaplane Base,Port Bailey,US
PGM,Port Graham Airport,Port Graham,US
PTH,Port Heiden Airport,Port Heiden,US
ORI,Port Lions Airport,Port Lions,US
PPV,Port Protection Seaplane Base,Port Protection,US
KPR,Port Williams Seaplane Base,Port Williams,US
PDX,Portland International Airport,Portland,US
PWM,Portland International Jetport,Portland,US
PSM,Portsmouth International Airport at Pease,Portsmouth,US
PRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,US
PQI,Presque Isle International Airport,Presque Isle,US
PVD,Rhode Island T. F. Green International Airport,Providence/Warwick,US
PVU,Provo Municipal Airport,Provo,US
PUB,Pueblo Memorial Airport,Pueblo,US
PUW,Pullman-Moscow Regional Airport,Pullman,US
PGD,Punta Gorda Airport,Punta Gorda,US
UIN,Quincy Regional Airport Baldwin Field,Quincy,US
KWN,Quinhagak Airport,Quinhagak,US
RDU,Raleigh-Durham International Airport,Raleigh/Durham,US
RMP,Rampart Airport,Rampart,US
RAP,Rapid City Regional Airport,Rapid City,US
RDV,Red Devil Airport,Red Devil,US
RDD,Redding Municipal Airport,Redding,US
RDM,Roberts Field,Redmond,US
RNO,Reno Tahoe International Airport,Reno,US
RHI,Rhinelander Oneida County Airport,Rhinelander,US
OAJ,Albert J Ellis Airport,Richlands,US
RIC,Richmond International Airport,Richmond,US
RIW,Central Wyoming Regional Airport,Riverton,US
ROA,Roanoke–Blacksburg Regional Airport,Roanoke,US
RCE,Roche Harbor Airport,Roche Harbor,US
ROC,Frederick Douglass Greater Rochester International Airport,Rochester,US
RST,Rochester International Airport,Rochester,US
RKS,Southwest Wyoming Regional Airport,Rock Springs,US
RKD,Knox County Regional Airport,Rockland,US
RSJ,Rosario Seaplane Base,Rosario,US
ROW,Roswell Air Center Airport,Roswell,US
RBY,Ruby Airport,Ruby,US
RSH,Russian Mission Airport,Russian Mission,US
RUT,Rutland - Southern Vermont Regional Airport,Rutland,US
SMF,Sacramento International Airport,Sacramento,US
STC,Saint Cloud Regional Airport,Saint Cloud,US
SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US
SLN,Salina Municipal Airport,Salina,US
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US
SMN,Lemhi County Airport,Salmon,US
SLC,Salt Lake City International Airport,Salt Lake City,US
SJT,San Angelo Regional Mathis Field,San Angelo,US
SAT,San Antonio International Airport,San Antonio,US
SBD,San Bernardino International Airport,San Bernardino,US
SQL,San Carlos Airport,San Carlos,US
SAN,San Diego International Airport,San Diego,US
SFO,San Francisco International Airport,San Francisco,US
SJC,Norman Y. Mineta San Jose International Airport,San Jose,US
UGI,San Juan /Uganik/ Seaplane Base,San Juan,US
SBP,San Luis County Regional Airport,San Luis Obispo,US
SDP,Sand Point Airport,Sand Point,US
SNA,John Wayne Orange County International Airport,Santa Ana,US
SBA,Santa Barbara Municipal Airport,Santa Barbara,US
SAF,Santa Fe Municipal Airport,Santa Fe,US
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US
SLK,Adirondack Regional Airport,Saranac Lake,US
SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US
SAV,Savannah Hilton Head International Airport,Savannah,US
SVA,Savoonga Airport,Savoonga,US
CMI,University of Illinois Willard Airport,Savoy,US
SCM,Scammon Bay Airport,Scammon Bay,US
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US
SYB,Seal Bay Seaplane Base,Seal Bay,US
LKE,Kenmore Air Harbor Seaplane Base,Seattle,US
BFI,King County International Airport - Boeing Field,Seattle,US
SEA,Seattle–Tacoma International Airport,Seattle,US
WLK,Selawik Airport,Selawik,US
SOV,Seldovia Airport,Seldovia,US
SKK,Shaktoolik Airport,Shaktoolik,US
SHR,Sheridan County Airport,Sheridan,US
SHH,Shishmaref Airport,Shishmaref,US
SOW,Show Low Regional Airport,Show Low,US
SHV,Shreveport Regional Airport,Shreveport,US
SHG,Shungnak Airport,Shungnak,US
SDY,Sidney - Richland Regional Airport,Sidney,US
SVC,Grant County Airport,Silver City,US
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US
FSD,Sioux Falls Regional Airport,Sioux Falls,US
SIT,Sitka Rocky Gutierrez Airport,Sitka,US
SGY,Skagway Airport,Skagway,US
SLQ,Sleetmute Airport,Sleetmute,US
SBN,South Bend International Airport,South Bend,US
WSN,South Naknek Number 2 Airport,South Naknek,US
GEG,Spokane International Airport,Spokane,US
SPI,Abraham Lincoln Capital Airport,Springfield,US
SGF,Springfield Branson National Airport,Springfield,US
UST,Northeast Florida Regional Airport,St Augustine,US
STG,St George Airport,St George,US
SGU,St George Regional Airport,St George,US
STL,St. Louis Lambert International Airport,St Louis,US
KSM,St Mary's Airport,St Mary's,US
SMK,St Michael Airport,St Michael,US
SNP,St Paul Island Airport,St Paul Island,US
SCE,State College Regional Airport,State College,US
WBB,Stebbins Airport,Stebbins,US
SVS,Stevens Village Airport,Stevens Village,US
SWO,Stillwater Regional Airport,Stillwater,US
SCK,Stockton Metropolitan Airport,Stockton,US
SRV,Stony River 2 Airport,Stony River,US
SYR,Syracuse Hancock International Airport,Syracuse,US
TIW,Tacoma Narrows Airport,Tacoma,US
TCT,Takotna Airport,Takotna,US
TLH,Tallahassee International Airport,Tallahassee,US
TPA,Tampa International Airport,Tampa,US
TAL,Ralph M Calhoun Memorial Airport,Tanana,US
TSM,Taos Regional Airport,Taos,US
TEK,Tatitlek Airport,Tatitlek,US
TLA,Teller Airport,Teller,US
TEX,Telluride Regional Airport,Telluride,US
TKE,Tenakee Seaplane Base,Tenakee Springs,US
TEB,Teterboro Airport,Teterboro,US
TXK,Texarkana Regional Airport (Webb Field),Texarkana,US
TVF,Thief River Falls Regional Airport,Thief River Falls,US
KTB,Thorne Bay Seaplane Base,Thorne Bay,US
TNC,Tin City Long Range Radar Station Airport,Tin City,US
TOG,Togiak Airport,Togiak Village,US
TKJ,Tok Junction Airport,Tok,US
OOK,Toksook Bay Airport,Toksook Bay,US
TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US
TVC,Cherry Capital Airport,Traverse City,US
TKF,Truckee Tahoe Airport,Truckee,US
TUS,Tucson International Airport,Tucson,US
TUL,Tulsa International Airport,Tulsa,US
TLT,Tuluksak Airport,Tuluksak,US
WTL,Tuntutuliak Airport,Tuntutuliak,US
TNK,Tununak Airport,Tununak,US
TUP,Tupelo Regional Airport,Tupelo,US
NKI,Naukati Bay Seaplane Base,Tuxekan Island,US
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US
TWA,Twin Hills Airport,Twin Hills,US
TYR,Tyler Pounds Regional Airport,Tyler,US
UNK,Unalakleet Airport,Unalakleet,US
DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US
UTO,Indian Mountain LRRS Airport,Utopia Creek,US
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US
VDZ,Valdez Pioneer Field,Valdez,US
VLD,Valdosta Regional Airport,Valdosta,US
VPS,Destin-Fort Walton Beach Airport,Valparaiso,US
VEE,Venetie Airport,Venetie,US
VEL,Vernal Regional Airport,Vernal,US
VRB,Vero Beach Regional Airport,Vero Beach,US
VCT,Victoria Regional Airport,Victoria,US
ACT,Waco Regional Airport,Waco,US
MUE,Waimea Kohala Airport,Waimea (Kamuela),US
AIN,Wainwright Airport,Wainwright,US
WAA,Wales Airport,Wales,US
ALW,Walla Walla Regional Airport,Walla Walla,US
DCA,Ronald Reagan Washington National Airport,Washington,US
ALO,Waterloo Regional Airport,Waterloo,US
ART,Watertown International Airport,Watertown,US
ATY,Watertown Regional Airport,Watertown,US
EAT,Pangborn Memorial Airport,Wenatchee,US
LAF,Purdue University Airport,West Lafayette,US
PBI,Palm Beach International Airport,West Palm Beach,US
KWP,West Point Village Seaplane Base,West Point,US
WSX,Westsound/WSX Seaplane Base,West Sound,US
WYS,Yellowstone Airport,West Yellowstone,US
WST,Westerly State Airport,Westerly,US
SHD,Shenandoah Valley Regional Airport,Weyers Cave,US
WWP,Whale Pass Seaplane Float Harbor Facility,Whale Pass,US
WMO,White Mountain Airport,White Mountain,US
HPN,Westchester County Airport,White Plains,US
ICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US
IPT,Williamsport Regional Airport,Williamsport,US
XWA,Williston Basin International Airport,Williston,US
ILG,Wilmington Airport,Wilmington,US
ILM,Wilmington International Airport,Wilmington,US
OLF,L M Clayton Airport,Wolf Point,US
ORH,Worcester Regional Airport,Worcester,US
WRG,Wrangell Airport,Wrangell,US
CYT,Yakataga Airport,Yakataga,US
YKM,Yakima Air Terminal McAllister Field,Yakima,US
YAK,Yakutat Airport,Yakutat,US
YUM,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US
KZB,Zachar Bay Seaplane Base,Zachar Bay,US
MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,UY
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY
AZN,Andizhan Airport,Andizhan,UZ
BHK,Bukhara International Airport,Bukhara,UZ
FEG,Fergana International Airport,Fergana,UZ
KSQ,Karshi Airport,Karshi,UZ
NMA,Namangan International Airport,Namangan,UZ
NVI,Navoi International Airport,Navoi,UZ
NCU,Nukus International Airport,Nukus,UZ
SKD,Samarkand International Airport,Samarkand,UZ
TAS,Tashkent International Airport,Tashkent,UZ
TMJ,Termez Airport,Termez,UZ
UGC,Urgench International Airport,Urgench,UZ
OMN,Zomin Airport,Zaamin,UZ
AFS,Sugraly Airport,Zarafshan,UZ
BQU,J F Mitchell Airport,Bequia,VC
CIW,Canouan Airport,Canouan,VC
SVD,Argyle International Airport,Kingstown,VC
MQS,Mustique Airport,Lovell,VC
UNI,Union Island International Airport,Union Island,VC
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE
BNS,Barinas Airport,Barinas,VE
BRM,Barquisimeto International Airport,Barquisimeto,VE
CAJ,Canaima Airport,Canaima,VE
CUP,General Francisco Bermúdez Airport,Carúpano,VE
CZE,José Leonardo Chirinos Airport,Coro,VE
CUM,Antonio José de Sucre Airport,Cumaná,VE
SOM,San Tomé Airport,El Tigre,VE
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE
LRV,Los Roques Airport,Gran Roque Island,VE
PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE
ICC,Andrés Miguel Salazar Marcano Airport,Isla de Coche,VE
CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE
MAR,La Chinita International Airport,Maracaibo,VE
MUN,José Tadeo Monagas International Airport,Maturín,VE
LSP,Josefa Camejo International Airport,Paraguaná,VE
PZO,General Manuel Carlos Piar International Airport,Puerto Ordaz-Ciudad Guayana,VE
SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE
SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE
VLN,Arturo Michelena International Airport,Valencia,VE
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE
EIS,Terrance B. Lettsome International Airport,Beef Island,VG
VIJ,Virgin Gorda Airport,Spanish Town,VG
SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI
STT,Cyril E. King Airport,Charlotte Amalie,VI
SSB,Christiansted Harbor Seaplane Base,Christiansted,VI
STX,Henry E. Rohlsen Airport,Christiansted,VI
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN
CAH,Cà Mau Airport,Ca Mau City,VN
VCA,Can Tho International Airport,Can Tho,VN
VCS,Con Dao Airport,Con Dao,VN
DLI,Lien Khuong Airport,Da Lat,VN
DAD,Da Nang International Airport,Da Nang,VN
DIN,Dien Bien Phu Airport,Dien Bien Phu,VN
VDH,Dong Hoi Airport,Dong Hoi,VN
HPH,Cat Bi International Airport,Haiphong (Hai An),VN
HAN,Noi Bai International Airport,Hanoi (Soc Son),VN
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN
HUI,Phu Bai International Airport,Huế,VN
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,VN
PQC,Phú Quốc International Airport,Phu Quoc Island,VN
PXU,Pleiku Airport,Pleiku,VN
UIH,Phu Cat Airport,Quy Nohn,VN
VKG,Rach Gia Airport,Rach Gia,VN
VCL,Chu Lai Airport,Tam Nghĩa,VN
THD,Tho Xuan Airport,Thanh Hóa,VN
TBB,Dong Tac Airport,Tuy Hoa,VN
VDO,Van Don International Airport,Van Don,VN
VII,Vinh Airport,Vinh,VN
CCV,Craig Cove Airport,Craig Cove,VU
VLS,Valesdir Airport,Epi Island,VU
FTA,Futuna Airport,Futuna Island,VU
LPM,Lamap Airport,Lamap,VU
LNB,Lamen Bay Airport,Lamen Bay,VU
LOD,Longana Airport,Longana,VU
LNE,Lonorore Airport,Lonorore,VU
SON,Santo Pekoa International Airport,Luganville,VU
NUS,Norsup Airport,Norsup,VU
OLJ,North West Santo Airport,Olpoi,VU
PBJ,Tavie Airport,Paama Island,VU
SSR,Sara Airport,Pentecost Island,VU
VLI,Bauerfield International Airport,Port Vila,VU
SLH,Sola Airport,Sola,VU
TAH,Whitegrass Airport,Tanna Island,VU
TGH,Tongoa Airport,Tongoa Island,VU
WLH,Walaha Airport,Walaha,VU
FUT,Pointe Vele Airport,Futuna Island,WF
WLS,Hihifo Airport,Wallis Island,WF
APW,Faleolo International Airport,Apia,WS
PRN,Priština Adem Jashari International Airport,Prishtina,XK
ADE,Aden International Airport,Aden,YE
AAY,Al Ghaydah International Airport,Al Ghaydah,YE
SCT,Socotra Airport,Mori,YE
RIY,Riyan International Airport,Mukalla(Riyan),YE
SAH,Sanaa International Airport,Sanaa,YE
GXF,Seiyun Hadhramaut International Airport,Seiyun,YE
TAI,Taiz International Airport,Taiz,YE
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT
BFN,Bram Fischer International Airport,Bloemfontein,ZA
CPT,Cape Town International Airport,Cape Town,ZA
DUR,King Shaka International Airport,Durban,ZA
ELS,King Phalo Airport,East London,ZA
GRJ,George Airport,George,ZA
PLZ,Chief Dawid Stuurman International Airport,Gqeberha (Port Elizabeth),ZA
HDS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA
HLA,Lanseria International Airport,Johannesburg,ZA
JNB,O.R. Tambo International Airport,Johannesburg,ZA
KIM,Kimberley Airport,Kimberley,ZA
MBD,Mmabatho International Airport,Mafeking,ZA
MGH,Margate Airport,Margate,ZA
MQP,Kruger Mpumalanga International Airport,Mbombela,ZA
UTT,K. D. Matanzima Airport,Mthatha,ZA
PHW,Hendrik Van Eck Airport,Phalaborwa,ZA
PZB,Pietermaritzburg Airport,Pietermaritzburg,ZA
PTG,Polokwane International Airport,Polokwane,ZA
RCB,Richards Bay Airport,Richards Bay,ZA
SIS,Sishen Airport,Sishen,ZA
UTN,Upington International Airport,Upington,ZA
KAA,Kasama Airport,Kasama,ZM
LVI,Harry Mwanga Nkumbula International Airport,Livingstone,ZM
LUN,Kenneth Kaunda International Airport,Lusaka,ZM
